Row,Anon Student Id,Problem Name,Correct First Attempt,KC(Default)
2402257,2488z4ovp,RATIONAL1-253,0,Plot terminating proper fraction
2402258,2488z4ovp,RATIONAL1-178,0,Plot terminating proper fraction
2402260,2488z4ovp,RATIONAL1-003,0,Plot terminating proper fraction
2402261,2488z4ovp,RATIONAL1-046,1,Plot terminating proper fraction
2402264,2488z4ovp,RATIONAL1-160,0,Plot non-terminating improper fraction
2407275,248bbxugf,RATIONAL1-298,1,Plot whole number
2407276,248bbxugf,RATIONAL1-148,1,Plot terminating proper fraction
2407279,248bbxugf,RATIONAL1-237,1,Plot pi
2407283,248bbxugf,RATIONAL1-144,1,Plot whole number
2407286,248bbxugf,RATIONAL1-137,0,Plot imperfect radical
2407288,248bbxugf,RATIONAL1-041,0,Plot imperfect radical
2407290,248bbxugf,RATIONAL1-014,1,Plot non-terminating improper fraction
2407291,248bbxugf,RATIONAL1-083,1,Plot decimal - thousandths
2407297,248bbxugf,RATIONAL1-096,0,Plot imperfect radical
2407299,248bbxugf,RATIONAL1-184,0,Plot imperfect radical
2407300,248bbxugf,RATIONAL1-186,1,Plot terminating proper fraction
2407319,248bbxugf,RATIONAL1-160,0,Plot non-terminating improper fraction
2407320,248bbxugf,RATIONAL1-249,1,Plot non-terminating improper fraction
2407322,248bbxugf,RATIONAL1-256,0,Plot imperfect radical
2407324,248bbxugf,RATIONAL1-114,0,Plot terminating proper fraction
2407327,248bbxugf,RATIONAL1-146,0,Plot terminating proper fraction
2407329,248bbxugf,RATIONAL1-248,0,Plot terminating proper fraction
2407332,248bbxugf,RATIONAL1-166,1,Plot terminating proper fraction
2408755,248di4j0o,RATIO2-001,1,Calculate unit rate
2408765,248di4j0o,RATIO2-001,0,Calculate unit rate
2408772,248di4j0o,RATIO2-068,1,Calculate unit rate
2408780,248di4j0o,RATIO2-068,1,Calculate unit rate
2408789,248di4j0o,RATIO2-179,0,Calculate unit rate
2408797,248di4j0o,RATIO2-179,1,Calculate unit rate
2408806,248di4j0o,RATIO2-180,0,Calculate unit rate
2408809,248di4j0o,RATIO2-180,0,Calculate unit rate
2408817,248di4j0o,RATIO2-180,1,Calculate unit rate
2408829,248di4j0o,RATIO3-001,1,Calculate part in proportion with fractions
2408839,248di4j0o,RATIO3-066,0,Calculate total in proportion with fractions
2408853,248di4j0o,RATIO3-081,1,Calculate total in proportion with fractions
2408865,248di4j0o,RATIO3-019,1,Calculate total in proportion with fractions
2408875,248di4j0o,RATIO3-110,1,Calculate part in proportion with fractions
2408889,248di4j0o,RATIO3-105,1,Calculate part in proportion with fractions
2408901,248di4j0o,RATIO3-145,1,Calculate part in proportion with fractions
2408913,248di4j0o,RATIO3-020,1,Calculate total in proportion with fractions
2408921,248di4j0o,RATIO3-115,1,Calculate part in proportion with fractions
2408935,248di4j0o,RATIO3-140,1,Calculate total in proportion with fractions
2408945,248di4j0o,RATIO3-089,1,Calculate part in proportion with fractions
2408959,248di4j0o,RATIO3-090,1,Calculate total in proportion with fractions
2408973,248di4j0o,RATIO3-067,1,Calculate part in proportion with fractions
2408985,248di4j0o,RATIO3-186,1,Calculate part in proportion with fractions
2408997,248di4j0o,RATIO3-132,1,Calculate total in proportion with fractions
2411307,248di4j0o,RATIONAL1-155,0,Plot terminating proper fraction
2411308,248di4j0o,RATIONAL1-059,1,Plot imperfect radical
2411309,248di4j0o,RATIONAL1-253,0,Plot terminating proper fraction
2411310,248di4j0o,RATIONAL1-046,1,Plot terminating proper fraction
2411318,248di4j0o,RATIONAL1-300,1,Plot whole number
2411324,248di4j0o,RATIONAL1-117,1,Plot non-terminating improper fraction
2411328,248di4j0o,RATIONAL1-124,1,Plot decimal - thousandths
2411329,248di4j0o,RATIONAL1-045,0,Plot pi
2411331,248di4j0o,RATIONAL1-144,1,Plot whole number
2411336,248di4j0o,RATIONAL1-063,1,Plot pi
2411337,248di4j0o,RATIONAL1-278,1,Plot terminating proper fraction
2411347,248di4j0o,RATIONAL1-123,1,Plot non-terminating improper fraction
2411348,248di4j0o,RATIONAL1-256,0,Plot imperfect radical
2411349,248di4j0o,RATIONAL1-184,1,Plot imperfect radical
2411359,248di4j0o,RATIONAL1-280,0,Plot decimal - thousandths
2411360,248di4j0o,RATIONAL1-154,0,Plot decimal - thousandths
2413209,248e6z0sm,RATIO2-001,1,Calculate unit rate
2413218,248e6z0sm,RATIO2-001,0,Calculate unit rate
2413226,248e6z0sm,RATIO2-154,1,Calculate unit rate
2413234,248e6z0sm,RATIO2-154,1,Calculate unit rate
2413245,248e6z0sm,RATIO2-166,0,Calculate unit rate
2413253,248e6z0sm,RATIO2-166,1,Calculate unit rate
2413260,248e6z0sm,RATIO2-036,1,Calculate unit rate
2413268,248e6z0sm,RATIO2-036,1,Calculate unit rate
2413283,248e6z0sm,RATIO3-001,1,Calculate part in proportion with fractions
2413296,248e6z0sm,RATIO3-160,0,Calculate total in proportion with fractions
2413309,248e6z0sm,RATIO3-065,0,Calculate total in proportion with fractions
2413322,248e6z0sm,RATIO3-115,0,Calculate part in proportion with fractions
2413334,248e6z0sm,RATIO3-060,1,Calculate total in proportion with fractions
2413347,248e6z0sm,RATIO3-105,1,Calculate part in proportion with fractions
2413359,248e6z0sm,RATIO3-174,1,Calculate part in proportion with fractions
2413372,248e6z0sm,RATIO3-127,1,Calculate total in proportion with fractions
2413385,248e6z0sm,RATIO3-130,1,Calculate total in proportion with fractions
2413398,248e6z0sm,RATIO3-025,1,Calculate part in proportion with fractions
2413409,248e6z0sm,RATIO3-077,1,Calculate part in proportion with fractions
2413422,248e6z0sm,RATIO3-026,1,Calculate total in proportion with fractions
2413435,248e6z0sm,RATIO3-197,1,Calculate total in proportion with fractions
2413448,248e6z0sm,RATIO3-094,1,Calculate part in proportion with fractions
2413461,248e6z0sm,RATIO3-102,0,Calculate part in proportion with fractions
2413474,248e6z0sm,RATIO3-024,1,Calculate total in proportion with fractions
2417387,248fbyx4k,RATIO2-001,1,Calculate unit rate
2417393,248fbyx4k,RATIO2-001,0,Calculate unit rate
2417400,248fbyx4k,RATIO2-089,1,Calculate unit rate
2417411,248fbyx4k,RATIO2-089,0,Calculate unit rate
2417422,248fbyx4k,RATIO2-026,0,Calculate unit rate
2417428,248fbyx4k,RATIO2-026,1,Calculate unit rate
2417439,248fbyx4k,RATIO2-076,1,Calculate unit rate
2417443,248fbyx4k,RATIO2-076,1,Calculate unit rate
2417454,248fbyx4k,RATIO3-001,1,Calculate part in proportion with fractions
2417468,248fbyx4k,RATIO3-038,1,Calculate total in proportion with fractions
2417483,248fbyx4k,RATIO3-037,1,Calculate total in proportion with fractions
2417495,248fbyx4k,RATIO3-101,0,Calculate part in proportion with fractions
2417507,248fbyx4k,RATIO3-092,0,Calculate part in proportion with fractions
2417520,248fbyx4k,RATIO3-009,0,Calculate part in proportion with fractions
2417532,248fbyx4k,RATIO3-059,1,Calculate total in proportion with fractions
2417540,248fbyx4k,RATIO3-123,1,Calculate part in proportion with fractions
2420540,248fbyx4k,RATIONAL1-186,1,Plot terminating proper fraction
2420542,248fbyx4k,RATIONAL1-298,1,Plot whole number
2420550,248fbyx4k,RATIONAL1-055,1,Plot whole number
2420553,248fbyx4k,RATIONAL1-156,0,Plot pi
2420556,248fbyx4k,RATIONAL1-255,1,Plot imperfect radical
2420559,248fbyx4k,RATIONAL1-118,1,Plot non-terminating improper fraction
2420561,248fbyx4k,RATIONAL1-113,0,Plot decimal - thousandths
2420564,248fbyx4k,RATIONAL1-287,1,Plot non-terminating improper fraction
2420566,248fbyx4k,RATIONAL1-248,0,Plot terminating proper fraction
2420569,248fbyx4k,RATIONAL1-180,0,Plot terminating proper fraction
2423511,248qmsqoj,RATIONAL1-104,1,Plot terminating proper fraction
2423523,248qmsqoj,RATIONAL1-055,1,Plot whole number
2423526,248qmsqoj,RATIONAL1-007,1,Plot non-terminating improper fraction
2423529,248qmsqoj,RATIONAL1-122,1,Plot pi
2423531,248qmsqoj,RATIONAL1-212,0,Plot imperfect radical
2423532,248qmsqoj,RATIONAL1-029,0,Plot decimal - thousandths
2423535,248qmsqoj,RATIONAL1-085,1,Plot imperfect radical
2423537,248qmsqoj,RATIONAL1-022,1,Plot terminating proper fraction
2423539,248qmsqoj,RATIONAL1-287,1,Plot non-terminating improper fraction
2423541,248qmsqoj,RATIONAL1-299,1,Plot whole number
2423543,248qmsqoj,RATIONAL1-083,0,Plot decimal - thousandths
2423547,248qmsqoj,RATIONAL1-241,0,Plot decimal - thousandths
2423550,248qmsqoj,RATIONAL1-279,1,Plot imperfect radical
2423557,248qmsqoj,RATIONAL1-284,0,Plot pi
2423559,248qmsqoj,RATIONAL1-242,1,Plot pi
2423560,248qmsqoj,RATIONAL1-124,0,Plot decimal - thousandths
2424325,248r31a7r,RATIO2-001,1,Calculate unit rate
2424336,248r31a7r,RATIO2-001,0,Calculate unit rate
2424343,248r31a7r,RATIO2-006,1,Calculate unit rate
2424351,248r31a7r,RATIO2-006,1,Calculate unit rate
2424360,248r31a7r,RATIO2-041,0,Calculate unit rate
2424368,248r31a7r,RATIO2-041,1,Calculate unit rate
2424382,248r31a7r,RATIO3-001,1,Calculate part in proportion with fractions
2424395,248r31a7r,RATIO3-197,1,Calculate total in proportion with fractions
2424410,248r31a7r,RATIO3-146,1,Calculate total in proportion with fractions
2424418,248r31a7r,RATIO3-131,0,Calculate part in proportion with fractions
2424432,248r31a7r,RATIO3-135,0,Calculate part in proportion with fractions
2424446,248r31a7r,RATIO3-052,1,Calculate total in proportion with fractions
2424458,248r31a7r,RATIO3-124,1,Calculate part in proportion with fractions
2424470,248r31a7r,RATIO3-114,1,Calculate total in proportion with fractions
2424482,248r31a7r,RATIO3-168,1,Calculate part in proportion with fractions
2424494,248r31a7r,RATIO3-070,1,Calculate total in proportion with fractions
2424506,248r31a7r,RATIO3-192,1,Calculate total in proportion with fractions
2424518,248r31a7r,RATIO3-047,1,Calculate part in proportion with fractions
2424530,248r31a7r,RATIO3-111,1,Calculate part in proportion with fractions
2424542,248r31a7r,RATIO3-075,1,Calculate total in proportion with fractions
2424554,248r31a7r,RATIO3-029,1,Calculate part in proportion with fractions
2424566,248r31a7r,RATIO3-109,0,Calculate total in proportion with fractions
2427030,248r31a7r,RATIONAL1-153,1,Plot terminating proper fraction
2427031,248r31a7r,RATIONAL1-002,1,Plot whole number
2427033,248r31a7r,RATIONAL1-007,1,Plot non-terminating improper fraction
2427037,248r31a7r,RATIONAL1-237,0,Plot pi
2429158,248t7n0my,RATIONAL1-300,1,Plot whole number
2429159,248t7n0my,RATIONAL1-046,0,Plot terminating proper fraction
2429160,248t7n0my,RATIONAL1-003,1,Plot terminating proper fraction
2429168,248t7n0my,RATIONAL1-055,0,Plot whole number
2429174,248t7n0my,RATIONAL1-014,0,Plot non-terminating improper fraction
2429176,248t7n0my,RATIONAL1-242,0,Plot pi
2429179,248t7n0my,RATIONAL1-241,0,Plot decimal - thousandths
2429181,248t7n0my,RATIONAL1-212,0,Plot imperfect radical
2429187,248t7n0my,RATIONAL1-178,0,Plot terminating proper fraction
2429193,248t7n0my,RATIONAL1-200,0,Plot imperfect radical
2429197,248t7n0my,RATIONAL1-043,0,Plot terminating proper fraction
2429201,248t7n0my,RATIONAL1-100,0,Plot non-terminating improper fraction
2429205,248t7n0my,RATIONAL1-106,1,Plot whole number
2429206,248t7n0my,RATIONAL1-118,0,Plot non-terminating improper fraction
2429207,248t7n0my,RATIONAL1-138,0,Plot imperfect radical
2429208,248t7n0my,RATIONAL1-244,1,Plot terminating proper fraction
2429209,248t7n0my,RATIONAL1-221,0,Plot non-terminating improper fraction
2429211,248t7n0my,RATIONAL1-229,0,Plot imperfect radical
2429212,248t7n0my,RATIONAL1-122,1,Plot pi
2432641,248t7n0my,M3X+Y=16&Y=X+4,1,"Finding the intersection, Mixed"
2432685,248t7n0my,GX+4Y=42&-5X+6Y=50,1,"Finding the intersection, GLF"
2433400,248uttwmx,RATIO2-001,1,Calculate unit rate
2433402,248uttwmx,RATIO2-001,0,Calculate unit rate
2433418,248uttwmx,RATIO2-096,1,Calculate unit rate
2433420,248uttwmx,RATIO2-096,0,Calculate unit rate
2433432,248uttwmx,RATIO2-031,1,Calculate unit rate
2433435,248uttwmx,RATIO2-031,1,Calculate unit rate
2433449,248uttwmx,RATIO2-040,1,Calculate unit rate
2433457,248uttwmx,RATIO2-040,1,Calculate unit rate
2433465,248uttwmx,RATIO2-040,1,Calculate unit rate
2433479,248uttwmx,RATIO3-001,1,Calculate part in proportion with fractions
2433491,248uttwmx,RATIO3-022,1,Calculate total in proportion with fractions
2433503,248uttwmx,RATIO3-076,1,Calculate total in proportion with fractions
2433515,248uttwmx,RATIO3-118,1,Calculate part in proportion with fractions
2433527,248uttwmx,RATIO3-180,1,Calculate part in proportion with fractions
2433539,248uttwmx,RATIO3-124,1,Calculate part in proportion with fractions
2433551,248uttwmx,RATIO3-065,1,Calculate total in proportion with fractions
2433563,248uttwmx,RATIO3-023,1,Calculate total in proportion with fractions
2433575,248uttwmx,RATIO3-130,1,Calculate total in proportion with fractions
2433587,248uttwmx,RATIO3-035,1,Calculate part in proportion with fractions
2433599,248uttwmx,RATIO3-137,1,Calculate part in proportion with fractions
2433612,248uttwmx,RATIO3-060,1,Calculate total in proportion with fractions
2433622,248uttwmx,RATIO3-172,1,Calculate part in proportion with fractions
2433636,248uttwmx,RATIO3-037,1,Calculate total in proportion with fractions
2433648,248uttwmx,RATIO3-106,1,Calculate total in proportion with fractions
2433660,248uttwmx,RATIO3-015,1,Calculate part in proportion with fractions
2436225,248uttwmx,RATIONAL1-148,0,Plot terminating proper fraction
2436227,248uttwmx,RATIONAL1-155,1,Plot terminating proper fraction
2436228,248uttwmx,RATIONAL1-106,1,Plot whole number
2436233,248uttwmx,RATIONAL1-273,1,Plot imperfect radical
2436234,248uttwmx,RATIONAL1-254,1,Plot pi
2436235,248uttwmx,RATIONAL1-007,1,Plot non-terminating improper fraction
2436238,248uttwmx,RATIONAL1-113,0,Plot decimal - thousandths
2436243,248uttwmx,RATIONAL1-298,1,Plot whole number
2436246,248uttwmx,RATIONAL1-213,1,Plot terminating proper fraction
2436247,248uttwmx,RATIONAL1-196,0,Plot decimal - thousandths
2436249,248uttwmx,RATIONAL1-283,0,Plot non-terminating improper fraction
2436250,248uttwmx,RATIONAL1-212,1,Plot imperfect radical
2436258,248uttwmx,RATIONAL1-117,0,Plot non-terminating improper fraction
2436259,248uttwmx,RATIONAL1-014,1,Plot non-terminating improper fraction
2436263,248uttwmx,RATIONAL1-022,1,Plot terminating proper fraction
2436266,248uttwmx,RATIONAL1-290,0,Plot decimal - thousandths
2438412,248witr72,RATIO2-001,1,Calculate unit rate
2438418,248witr72,RATIO2-001,0,Calculate unit rate
2438428,248witr72,RATIO2-018,1,Calculate unit rate
2438434,248witr72,RATIO2-018,0,Calculate unit rate
2438448,248witr72,RATIO2-023,1,Calculate unit rate
2438450,248witr72,RATIO2-023,1,Calculate unit rate
2438459,248witr72,RATIO2-094,0,Calculate unit rate
2438468,248witr72,RATIO2-094,1,Calculate unit rate
2438477,248witr72,RATIO2-191,0,Calculate unit rate
2438486,248witr72,RATIO2-191,0,Calculate unit rate
2438502,248witr72,RATIO2-179,0,Calculate unit rate
2438503,248witr72,RATIO2-179,1,Calculate unit rate
2438516,248witr72,RATIO2-118,1,Calculate unit rate
2438520,248witr72,RATIO2-118,1,Calculate unit rate
2438534,248witr72,RATIO3-001,0,Calculate part in proportion with fractions
2438542,248witr72,RATIO3-035,1,Calculate part in proportion with fractions
2438558,248witr72,RATIO3-148,1,Calculate total in proportion with fractions
2438566,248witr72,RATIO3-175,1,Calculate total in proportion with fractions
2438582,248witr72,RATIO3-137,1,Calculate part in proportion with fractions
2438594,248witr72,RATIO3-075,0,Calculate total in proportion with fractions
2438606,248witr72,RATIO3-100,1,Calculate part in proportion with fractions
2438618,248witr72,RATIO3-194,1,Calculate total in proportion with fractions
2438626,248witr72,RATIO3-109,1,Calculate total in proportion with fractions
2438641,248witr72,RATIO3-193,1,Calculate part in proportion with fractions
2438657,248witr72,RATIO3-023,1,Calculate total in proportion with fractions
2440620,248yvhwo0,RATIO2-001,1,Calculate unit rate
2440628,248yvhwo0,RATIO2-001,0,Calculate unit rate
2440637,248yvhwo0,RATIO2-003,1,Calculate unit rate
2440647,248yvhwo0,RATIO2-003,0,Calculate unit rate
2440655,248yvhwo0,RATIO2-167,0,Calculate unit rate
2440663,248yvhwo0,RATIO2-167,1,Calculate unit rate
2440672,248yvhwo0,RATIO2-155,1,Calculate unit rate
2440680,248yvhwo0,RATIO2-155,1,Calculate unit rate
2440695,248yvhwo0,RATIO3-001,1,Calculate part in proportion with fractions
2440705,248yvhwo0,RATIO3-197,0,Calculate total in proportion with fractions
2440721,248yvhwo0,RATIO3-091,1,Calculate total in proportion with fractions
2440734,248yvhwo0,RATIO3-150,0,Calculate part in proportion with fractions
2440746,248yvhwo0,RATIO3-082,1,Calculate part in proportion with fractions
2440759,248yvhwo0,RATIO3-139,0,Calculate total in proportion with fractions
2440768,248yvhwo0,RATIO3-119,1,Calculate total in proportion with fractions
2440780,248yvhwo0,RATIO3-126,1,Calculate part in proportion with fractions
2440792,248yvhwo0,RATIO3-090,1,Calculate total in proportion with fractions
2440804,248yvhwo0,RATIO3-111,0,Calculate part in proportion with fractions
2440819,248yvhwo0,RATIO3-155,1,Calculate part in proportion with fractions
2440831,248yvhwo0,RATIO3-152,1,Calculate part in proportion with fractions
2440844,248yvhwo0,RATIO3-016,1,Calculate total in proportion with fractions
2440856,248yvhwo0,RATIO3-088,1,Calculate part in proportion with fractions
2440867,248yvhwo0,RATIO3-061,1,Calculate total in proportion with fractions
2440879,248yvhwo0,RATIO3-057,0,Calculate part in proportion with fractions
2443133,248yvhwo0,RATIONAL1-151,1,Plot terminating proper fraction
2443146,248yvhwo0,RATIONAL1-137,0,Plot imperfect radical
2443150,248yvhwo0,RATIONAL1-299,1,Plot whole number
2443154,248yvhwo0,RATIONAL1-160,1,Plot non-terminating improper fraction
2443159,248yvhwo0,RATIONAL1-212,0,Plot imperfect radical
2443161,248yvhwo0,RATIONAL1-132,0,Plot decimal - thousandths
2443162,248yvhwo0,RATIONAL1-237,1,Plot pi
2443164,248yvhwo0,RATIONAL1-144,1,Plot whole number
2443172,248yvhwo0,RATIONAL1-085,0,Plot imperfect radical
2443173,248yvhwo0,RATIONAL1-155,1,Plot terminating proper fraction
2443179,248yvhwo0,RATIONAL1-096,1,Plot imperfect radical
2443180,248yvhwo0,RATIONAL1-290,0,Plot decimal - thousandths
2443184,248yvhwo0,RATIONAL1-283,1,Plot non-terminating improper fraction
2443187,248yvhwo0,RATIONAL1-159,0,Plot decimal - thousandths
2443188,248yvhwo0,RATIONAL1-154,0,Plot decimal - thousandths
2443191,248yvhwo0,RATIONAL1-113,1,Plot decimal - thousandths
2446845,225Z96Z7O_a,RATIO2-001,1,Calculate unit rate
2446856,225Z96Z7O_a,RATIO2-001,0,Calculate unit rate
2446863,225Z96Z7O_a,RATIO2-031,1,Calculate unit rate
2446871,225Z96Z7O_a,RATIO2-031,1,Calculate unit rate
2446880,225Z96Z7O_a,RATIO2-047,1,Calculate unit rate
2446891,225Z96Z7O_a,RATIO2-047,0,Calculate unit rate
2446898,225Z96Z7O_a,RATIO2-006,1,Calculate unit rate
2446906,225Z96Z7O_a,RATIO2-006,1,Calculate unit rate
2446921,225Z96Z7O_a,RATIO3-001,0,Calculate part in proportion with fractions
2446934,225Z96Z7O_a,RATIO3-103,1,Calculate part in proportion with fractions
2446947,225Z96Z7O_a,RATIO3-037,1,Calculate total in proportion with fractions
2446960,225Z96Z7O_a,RATIO3-036,1,Calculate part in proportion with fractions
2446973,225Z96Z7O_a,RATIO3-014,0,Calculate part in proportion with fractions
2446986,225Z96Z7O_a,RATIO3-091,1,Calculate total in proportion with fractions
2446999,225Z96Z7O_a,RATIO3-121,1,Calculate total in proportion with fractions
2447012,225Z96Z7O_a,RATIO3-180,1,Calculate part in proportion with fractions
2447025,225Z96Z7O_a,RATIO3-011,0,Calculate part in proportion with fractions
2447038,225Z96Z7O_a,RATIO3-142,1,Calculate total in proportion with fractions
2447050,225Z96Z7O_a,RATIO3-007,0,Calculate part in proportion with fractions
2447063,225Z96Z7O_a,RATIO3-168,0,Calculate part in proportion with fractions
2447076,225Z96Z7O_a,RATIO3-156,0,Calculate part in proportion with fractions
2447088,225Z96Z7O_a,RATIO3-114,1,Calculate total in proportion with fractions
2447101,225Z96Z7O_a,RATIO3-161,0,Calculate part in proportion with fractions
2447113,225Z96Z7O_a,RATIO3-129,1,Calculate part in proportion with fractions
2451080,2484hmh1g,RATIO2-001,0,Calculate unit rate
2451089,2484hmh1g,RATIO2-001,0,Calculate unit rate
2451103,2484hmh1g,RATIO2-076,1,Calculate unit rate
2451106,2484hmh1g,RATIO2-076,0,Calculate unit rate
2451115,2484hmh1g,RATIO2-047,1,Calculate unit rate
2451124,2484hmh1g,RATIO2-047,0,Calculate unit rate
2451132,2484hmh1g,RATIO2-174,0,Calculate unit rate
2451140,2484hmh1g,RATIO2-174,0,Calculate unit rate
2451149,2484hmh1g,RATIO2-146,0,Calculate unit rate
2451158,2484hmh1g,RATIO2-146,0,Calculate unit rate
2451166,2484hmh1g,RATIO2-037,0,Calculate unit rate
2451174,2484hmh1g,RATIO2-037,1,Calculate unit rate
2451183,2484hmh1g,RATIO2-070,0,Calculate unit rate
2451191,2484hmh1g,RATIO2-070,1,Calculate unit rate
2451200,2484hmh1g,RATIO2-053,1,Calculate unit rate
2451208,2484hmh1g,RATIO2-053,1,Calculate unit rate
2451223,2484hmh1g,RATIO3-001,1,Calculate part in proportion with fractions
2451236,2484hmh1g,RATIO3-024,0,Calculate total in proportion with fractions
2451249,2484hmh1g,RATIO3-194,0,Calculate total in proportion with fractions
2451262,2484hmh1g,RATIO3-172,0,Calculate part in proportion with fractions
2451270,2484hmh1g,RATIO3-159,0,Calculate part in proportion with fractions
2451282,2484hmh1g,RATIO3-153,0,Calculate part in proportion with fractions
2451297,2484hmh1g,RATIO3-070,0,Calculate total in proportion with fractions
2451308,2484hmh1g,RATIO3-142,0,Calculate total in proportion with fractions
2457032,2484tgyx0,RATIO2-001,1,Calculate unit rate
2457035,2484tgyx0,RATIO2-001,0,Calculate unit rate
2457044,2484tgyx0,RATIO2-102,0,Calculate unit rate
2457053,2484tgyx0,RATIO2-102,1,Calculate unit rate
2457061,2484tgyx0,RATIO2-156,0,Calculate unit rate
2457071,2484tgyx0,RATIO2-156,0,Calculate unit rate
2457078,2484tgyx0,RATIO2-146,1,Calculate unit rate
2457089,2484tgyx0,RATIO2-146,0,Calculate unit rate
2457096,2484tgyx0,RATIO2-183,1,Calculate unit rate
2457107,2484tgyx0,RATIO2-183,0,Calculate unit rate
2457116,2484tgyx0,RATIO2-042,1,Calculate unit rate
2457122,2484tgyx0,RATIO2-042,0,Calculate unit rate
2457131,2484tgyx0,RATIO2-145,1,Calculate unit rate
2457139,2484tgyx0,RATIO2-145,1,Calculate unit rate
2457154,2484tgyx0,RATIO3-001,0,Calculate part in proportion with fractions
2457167,2484tgyx0,RATIO3-162,0,Calculate part in proportion with fractions
2457180,2484tgyx0,RATIO3-181,1,Calculate part in proportion with fractions
2457193,2484tgyx0,RATIO3-074,0,Calculate total in proportion with fractions
2457206,2484tgyx0,RATIO3-091,1,Calculate total in proportion with fractions
2457218,2484tgyx0,RATIO3-104,0,Calculate part in proportion with fractions
2457230,2484tgyx0,RATIO3-147,1,Calculate total in proportion with fractions
2457243,2484tgyx0,RATIO3-186,1,Calculate part in proportion with fractions
2457256,2484tgyx0,RATIO3-119,0,Calculate total in proportion with fractions
2457269,2484tgyx0,RATIO3-004,1,Calculate part in proportion with fractions
2457282,2484tgyx0,RATIO3-020,1,Calculate total in proportion with fractions
2457295,2484tgyx0,RATIO3-160,1,Calculate total in proportion with fractions
2457307,2484tgyx0,RATIO3-168,1,Calculate part in proportion with fractions
2457320,2484tgyx0,RATIO3-068,1,Calculate total in proportion with fractions
2457332,2484tgyx0,RATIO3-041,1,Calculate total in proportion with fractions
2463287,2488yjm6k,RATIO2-001,1,Calculate unit rate
2463298,2488yjm6k,RATIO2-001,0,Calculate unit rate
2463314,2488yjm6k,RATIO2-148,0,Calculate unit rate
2463316,2488yjm6k,RATIO2-148,0,Calculate unit rate
2463332,2488yjm6k,RATIO2-191,0,Calculate unit rate
2463334,2488yjm6k,RATIO2-191,0,Calculate unit rate
2463346,2488yjm6k,RATIO2-012,1,Calculate unit rate
2463352,2488yjm6k,RATIO2-012,0,Calculate unit rate
2463361,2488yjm6k,RATIO2-003,1,Calculate unit rate
2463370,2488yjm6k,RATIO2-003,0,Calculate unit rate
2463384,2488yjm6k,RATIO2-022,0,Calculate unit rate
2463388,2488yjm6k,RATIO2-022,0,Calculate unit rate
2463404,2488yjm6k,RATIO2-021,0,Calculate unit rate
2463406,2488yjm6k,RATIO2-021,0,Calculate unit rate
2463422,2488yjm6k,RATIO2-014,0,Calculate unit rate
2463424,2488yjm6k,RATIO2-014,0,Calculate unit rate
2463440,2488yjm6k,RATIO2-106,0,Calculate unit rate
2463442,2488yjm6k,RATIO2-106,0,Calculate unit rate
2463458,2488yjm6k,RATIO2-186,0,Calculate unit rate
2463460,2488yjm6k,RATIO2-186,0,Calculate unit rate
2463476,2488yjm6k,RATIO2-009,0,Calculate unit rate
2463478,2488yjm6k,RATIO2-009,0,Calculate unit rate
2463494,2488yjm6k,RATIO2-141,0,Calculate unit rate
2463496,2488yjm6k,RATIO2-141,0,Calculate unit rate
2463512,2488yjm6k,RATIO2-190,0,Calculate unit rate
2463514,2488yjm6k,RATIO2-190,0,Calculate unit rate
2463530,2488yjm6k,RATIO2-173,0,Calculate unit rate
2463532,2488yjm6k,RATIO2-173,0,Calculate unit rate
2466051,248asespl,RATIO2-001,1,Calculate unit rate
2466062,248asespl,RATIO2-001,0,Calculate unit rate
2466071,248asespl,RATIO2-170,0,Calculate unit rate
2466080,248asespl,RATIO2-170,0,Calculate unit rate
2466096,248asespl,RATIO2-003,0,Calculate unit rate
2466097,248asespl,RATIO2-003,1,Calculate unit rate
2466106,248asespl,RATIO2-098,1,Calculate unit rate
2466114,248asespl,RATIO2-098,1,Calculate unit rate
2466127,248asespl,RATIO3-001,0,Calculate part in proportion with fractions
2466140,248asespl,RATIO3-094,0,Calculate part in proportion with fractions
2466154,248asespl,RATIO3-065,1,Calculate total in proportion with fractions
2466167,248asespl,RATIO3-053,1,Calculate total in proportion with fractions
2466179,248asespl,RATIO3-112,1,Calculate part in proportion with fractions
2466191,248asespl,RATIO3-195,1,Calculate total in proportion with fractions
2466203,248asespl,RATIO3-115,1,Calculate part in proportion with fractions
2466215,248asespl,RATIO3-014,1,Calculate part in proportion with fractions
2466227,248asespl,RATIO3-189,1,Calculate total in proportion with fractions
2466239,248asespl,RATIO3-130,1,Calculate total in proportion with fractions
2466248,248asespl,RATIO3-162,1,Calculate part in proportion with fractions
2466264,248asespl,RATIO3-197,1,Calculate total in proportion with fractions
2466272,248asespl,RATIO3-028,1,Calculate total in proportion with fractions
2469182,248ehviie,RATIO2-001,1,Calculate unit rate
2469193,248ehviie,RATIO2-001,0,Calculate unit rate
2469202,248ehviie,RATIO2-184,0,Calculate unit rate
2469211,248ehviie,RATIO2-184,0,Calculate unit rate
2469218,248ehviie,RATIO2-152,1,Calculate unit rate
2469229,248ehviie,RATIO2-152,0,Calculate unit rate
2469236,248ehviie,RATIO2-154,1,Calculate unit rate
2469247,248ehviie,RATIO2-154,0,Calculate unit rate
2469254,248ehviie,RATIO2-014,1,Calculate unit rate
2469265,248ehviie,RATIO2-014,0,Calculate unit rate
